"#","g#","Cover","Album","Streams","Daily"
"","1,101","","To Be (Ao Vivo) Henrique & Juliano","1,319,762,275","2,021,826"
"","1,102","","The Rise And Fall Of A Midwest Princess Chappell Roan","1,317,595,537","13,367,742"
"","1,103","","Manuel Medrano Manuel Medrano","1,316,414,340","849,385"
"","1,104","","Bouquet The Chainsmokers","1,315,359,372","238,430"
"","1,105","","Clarity Zedd","1,313,281,479","453,432"
"","1,106","","Dance Fruits Music Various Artists","1,312,610,363","208,672"
"","1,107","","No Strings Attached NSYNC","1,312,030,874","5,010,324"
"","1,108","","Jagged Little Pill Alanis Morissette","1,309,607,670","647,217"
"","1,109","","La Familia J Balvin","1,308,486,559","575,958"
"","1,110","","Laundry Service Shakira","1,308,115,586","649,077"
"","1,111","","The Search For Everything John Mayer","1,307,129,249","326,222"
"","1,112","","SR3MM Rae Sremmurd","1,305,088,216","128,244"
"","1,113","","The Perfect Luv Tape Lil Uzi Vert","1,303,757,494","343,178"
"","1,114","","Crybaby Lil Peep","1,303,163,687","877,204"
"","1,115","","Fijación Oral, Vol. 1 Shakira","1,300,849,433","1,181,251"
"","1,116","","Tragic Kingdom No Doubt","1,298,431,173","888,492"
"","1,117","","Our Version Of Events Emeli Sandé","1,297,012,447","246,689"
"","1,118","","Too Weird To Live, Too Rare To Die! Panic! At The Disco","1,296,769,784","220,254"
"","1,119","","Salad Days Mac DeMarco","1,296,287,245","759,649"
"","1,120","","Painting Pictures Kodak Black","1,296,158,649","360,334"
"","1,121","","Wish You Were Here Pink Floyd","1,295,632,838","556,049"
"","1,122","","Bridge Over Troubled Water Simon & Garfunkel","1,295,009,725","465,034"
"","1,123","","Honky Château Elton John","1,291,313,574","647,415"
"","1,124","","Business As Usual Men At Work","1,290,570,480","1,208,760"
"","1,125","","The Last Don Don Omar","1,288,244,968","1,102,350"
"","1,126","","Collide With The Sky Pierce The Veil","1,287,743,689","1,050,920"
"","1,127","","Bright: The Album Various Artists","1,286,067,858","207,556"
"","1,128","","Atlas The Score","1,285,711,886","390,919"
"","1,129","","Radical Optimism Dua Lipa","1,285,460,090","3,697,091"
"","1,130","","The Getaway Red Hot Chili Peppers","1,285,357,713","375,003"
"","1,131","","Trip At Knight Trippie Redd","1,283,528,713","439,888"
"","1,132","","New English Desiigner","1,283,309,839","165,274"
"","1,133","","Unwritten Natasha Bedingfield","1,283,131,822","1,957,854"
"","1,134","","Brett Young Brett Young","1,282,714,504","355,681"
"","1,135","","Artpop Lady Gaga","1,282,632,378","564,672"
"","1,136","","Euphoria Enrique Iglesias","1,281,669,825","700,642"
"","1,137","","Dancing With The Devil…The Art of Starting Over Demi Lovato","1,280,956,929","194,058"
"","1,138","","Jeffery Young Thug","1,278,411,045","332,344"
"","1,139","","Silver Side Up Nickelback","1,278,408,159","1,417,163"
"","1,140","","A Good Friend Is Nice Jack & Jack","1,278,404,384","181,830"
"","1,141","","Sit Still, Look Pretty Daya","1,277,663,482","478,423"
"","1,142","","Mamma Mia! Here We Go Again Various Artists","1,277,087,545","395,849"
"","1,143","","Survivor Destiny's Child","1,276,870,301","442,884"
"","1,144","","Birds Of Prey: The Album Various Artists","1,276,849,157","561,982"
"","1,145","","Neon Future III Steve Aoki","1,274,539,378","147,890"
"","1,146","","Primera Cita CNCO","1,274,491,397","260,038"
"","1,147","","Nibiru Ozuna","1,273,025,639","184,125"
"","1,148","","Hannah Montana: The Movie Miley Cyrus & Various Artists","1,273,003,028","644,329"
"","1,149","","So Far Gone Drake","1,271,168,475","609,803"
"","1,150","","Did You Know That There's A Tunnel Under Ocean Blvd Lana Del Rey","1,270,466,084","1,804,572"
"","1,151","","Pray 4 Love Rod Wave","1,269,625,213","532,369"
"","1,152","","Tyla Tyla","1,269,486,604","2,857,303"
"","1,153","","Please Please Me The Beatles","1,267,849,606","726,879"
"","1,154","","El Comienzo FloyyMenor","1,266,857,630","6,924,499"
"","1,155","","Moosetape Sidhu Moose Wala","1,266,675,540","348,755"
"","1,156","","Kick INXS","1,266,438,425","729,233"
"","1,157","","Tell Me It's Real Seafret","1,265,407,767","705,732"
"","1,158","","Ardipithecus Willow","1,263,053,190","564,974"
"","1,159","","Top Gun Various Artists","1,262,851,099","713,501"
"","1,160","","Mudboy Sheck Wes","1,262,415,660","311,099"
"","1,161","","James Arthur James Arthur","1,261,883,074","511,992"
"","1,162","","An Innocent Man Billy Joel","1,261,667,338","859,126"
"","1,163","","Fanmail TLC","1,261,217,786","947,175"
"","1,164","","Red Moon In Venus Kali Uchis","1,259,018,255","2,417,094"
"","1,165","","Golpe Avisa Cartel De Santa","1,258,354,446","615,624"
"","1,166","","The Predator Ice Cube","1,257,729,792","636,570"
"","1,167","","Raised Under Grey Skies JP Cooper","1,255,917,197","157,198"
"","1,168","","Confessions Of A Dangerous Mind Logic","1,255,538,219","178,670"
"","1,169","","Blacc Hollywood Wiz Khalifa","1,254,947,139","175,042"
"","1,170","","Portales Tiago PZK","1,254,089,078","496,260"
"","1,171","","Uncovered Robin Schulz","1,253,148,893","183,825"
"","1,172","","Out Of The Blue Electric Light Orchestra","1,252,223,273","486,791"
"","1,173","","Every Cloud - Silver Linings Sigala","1,250,491,232","398,414"
"","1,174","","Me And My Gang Rascal Flatts","1,250,394,881","587,038"
"","1,175","","Les Étoiles Vagabondes Nekfeu","1,250,306,636","399,341"
"","1,176","","Mini World Indila","1,249,963,527","1,215,219"
"","1,177","","Buds Surf Curse","1,249,296,578","902,102"
"","1,178","","Appeal To Reason Rise Against","1,248,794,213","590,610"
"","1,179","","Ha*Ash Primera Fila - Hecho Realidad Ha*Ash","1,248,145,672","720,420"
"","1,180","","Brothers The Black Keys","1,248,071,144","413,916"
"","1,181","","1 Of 1 Sech","1,247,919,485","202,560"
"","1,182","","Unstoppable Karol G","1,247,205,773","675,209"
"","1,183","","Lost & Found Jorja Smith","1,246,636,091","342,152"
"","1,184","","Make It Big Wham!","1,246,510,665","759,738"
"","1,185","","Dig Your Roots Florida Georgia Line","1,246,256,722","235,001"
"","1,186","","A Gift & A Curse Gunna","1,244,370,308","1,778,223"
"","1,187","","Phobia Breaking Benjamin","1,244,210,263","675,208"
"","1,188","","SweetSexySavage Kehlani","1,243,958,898","336,930"
"","1,189","","Hasta El Fin Del Mundo Kevin Kaarl","1,243,717,582","647,416"
"","1,190","","Romance Luis Miguel","1,242,137,795","701,336"
"","1,191","","Des/Amor Reik","1,239,584,221","567,398"
"","1,192","","The Reason Hoobastank","1,238,152,122","749,848"
"","1,193","","Golden Hour Kacey Musgraves","1,233,674,986","390,493"
"","1,194","","Trip Jhené Aiko","1,233,374,012","765,785"
"","1,195","","Melly vs. Melvin YNW Melly","1,231,902,528","334,379"
"","1,196","","Mi Vida En Un Cigarro 2 Junior H","1,230,936,307","1,503,427"
"","1,197","","Ocean Eyes Owl City","1,230,234,924","465,582"
"","1,198","","Oops!... I Did It Again Britney Spears","1,229,401,223","851,376"
"","1,199","","Section.80 Kendrick Lamar","1,229,243,260","542,343"
"","1,200","","Carbon Fiber Hits Various Artists","1,228,263,606","411,822"
"","1,201","","Aerosmith Aerosmith","1,227,264,997","745,210"
"","1,202","","The First Time The Kid Laroi","1,227,037,903","5,811,035"
"","1,203","","Kids In Love Kygo","1,225,784,377","169,805"
"","1,204","","Enter The Wu-Tang (36 Chambers) Wu-Tang Clan","1,222,616,671","488,422"
"","1,205","","Love Is A Four Letter Word Jason Mraz","1,220,999,532","280,622"
"","1,206","","OzuTochi Ozuna","1,219,730,382","720,412"
"","1,207","","Sehnsucht Rammstein","1,218,134,669","816,198"
"","1,208","","3.0 Marc Anthony","1,216,738,030","470,625"
"","1,209","","ADHD Joyner Lucas","1,216,692,613","242,221"
"","1,210","","Hello This Is The Setlist For My Tour Gayle","1,214,206,561","290,763"
"","1,211","","Sam's Town The Killers","1,214,190,261","656,995"
"","1,212","","Wildfire Rachel Platten","1,213,711,586","298,525"
"","1,213","","Pretty Girls Like Trap Music 2 Chainz","1,213,680,751","135,382"
"","1,214","","Love, Damini Burna Boy","1,213,185,860","775,798"
"","1,215","","Nav Nav","1,213,129,533","191,945"
"","1,216","","Look Up Child Lauren Daigle","1,212,520,360","541,820"
"","1,217","","Tangled Alan Menken","1,212,296,980","651,859"
"","1,218","","YBN: The Mixtape YBN Nahmir","1,211,911,472","152,687"
"","1,219","","Tailgates & Tanlines Luke Bryan","1,210,391,234","674,457"
"","1,220","","Lonerism Tame Impala","1,210,150,552","509,614"
"","1,221","","Nightmare Avenged Sevenfold","1,209,310,005","672,391"
"","1,222","","St. Elsewhere Gnarls Barkley","1,209,209,174","594,244"
"","1,223","","Deadroses Blackbear","1,207,897,160","164,764"
"","1,224","","Breakfast In America Supertramp","1,207,549,391","685,528"
"","1,225","","Leave It Beautiful Astrid S","1,207,419,243","273,006"
"","1,226","","The Rise And Fall Of Ziggy Stardust And The Spiders From Mars David Bowie","1,206,074,014","689,048"
"","1,227","","Jesus Is King Kanye West","1,205,691,234","551,691"
"","1,228","","Voices Daryl Hall & John Oates","1,205,605,159","717,798"
"","1,229","","Mail On Sunday Flo Rida","1,205,551,866","661,099"
"","1,230","","Astro Lounge Smash Mouth","1,205,265,664","665,983"
"","1,231","","Los Legendarios 001 Los Legendarios","1,202,710,180","0"
"","1,232","","Three Days Grace Three Days Grace","1,201,093,257","878,428"
"","1,233","","Timelezz Jhayco","1,200,905,925","683,521"
"","1,234","","Mix Pa Llorar En Tu Cuarto Ed Maverick","1,199,980,505","587,727"
"","1,235","","Dreams Worth More Than Money Meek Mill","1,199,751,768","219,718"
"","1,236","","The Most Beautiful Moment In Life (화양연화) Pt. 2 BTS","1,199,162,419","377,745"
"","1,237","","Epiphany T-Pain","1,198,264,248","892,414"
"","1,238","","Invincible Friends Lilly Wood and The Prick","1,197,076,301","485,975"
"","1,239","","Avenged Sevenfold Avenged Sevenfold","1,194,494,939","1,035,715"
"","1,240","","Psychodrama Dave","1,194,228,910","520,697"
"","1,241","","Rise And Fall, Rage And Grace The Offspring","1,193,948,810","684,492"
"","1,242","","East Atlanta Love Letter 6lack","1,193,787,735","226,327"
"","1,243","","A Love Letter To You Trippie Redd","1,192,241,608","238,594"
"","1,244","","Legendaddy Daddy Yankee","1,192,125,010","352,898"
"","1,245","","A Million Ways To Murder Kordhell","1,192,000,704","812,590"
"","1,246","","Viejo Marihuano Cartel De Santa","1,190,470,979","538,408"
"","1,247","","Menari Dengan Bayangan Hindia","1,189,743,189","1,693,679"
"","1,248","","Phoenix Elley Duhé","1,188,961,119","776,613"
"","1,249","","The Most Beautiful Moment In Life (화양연화) Pt. 1 BTS","1,188,362,003","333,402"
"","1,250","","LANY LANY","1,187,434,449","318,685"
"","1,251","","Festa Das Patroas 35% Marília Mendonça, Maiara & Maraisa","1,187,296,320","368,667"
"","1,252","","Oh, What A Life American Authors","1,185,387,289","460,939"
"","1,253","","OK Orchestra AJR","1,184,369,522","531,553"
"","1,254","","Until Death Call My Name YoungBoy Never Broke Again","1,183,767,195","447,991"
"","1,255","","How To Be A Human Being Glass Animals","1,183,527,850","690,621"
"","1,256","","El Camino The Black Keys","1,182,367,510","840,836"
"","1,257","","Más Alejandro Sanz","1,181,384,650","611,561"
"","1,258","","Led Zeppelin III Led Zeppelin","1,180,441,499","505,615"
"","1,259","","It's Time Michael Bublé","1,179,642,237","537,363"
"","1,260","","Just As I Am Bill Withers","1,178,733,324","954,448"
"","1,261","","Chris Brown Chris Brown","1,177,123,710","643,195"
"","1,262","","Grand Champ DMX","1,176,409,561","505,266"
"","1,263","","Rated R Rihanna","1,175,630,598","686,746"
"","1,264","","Definitely Maybe Oasis","1,174,866,827","664,509"
"","1,265","","A Christmas Gift For You From Philles Records Various Artists","1,173,443,064","38,826"
"","1,266","","High Voltage AC/DC","1,172,625,661","638,658"
"","1,267","","Bluebird Days Jordan Davis","1,172,044,675","1,421,916"
"","1,268","","Dangerous Michael Jackson","1,169,748,871","608,476"
"","1,269","","War & Leisure Miguel","1,169,654,707","285,645"
"","1,270","","La Melodia De La Calle Tony Dize","1,169,465,883","1,399,742"
"","1,271","","Pitbull Starring In Rebelution Pitbull","1,168,841,114","657,366"
"","1,272","","La Trenza Mon Laferte","1,167,777,665","940,564"
"","1,273","","Don't Play That Song Ben E. King","1,166,860,331","739,400"
"","1,274","","Blowin' Your Mind! Van Morrison","1,166,785,308","1,203,583"
"","1,275","","Amor Prohibido Selena","1,166,132,566","840,638"
"","1,276","","Montana French Montana","1,165,772,626","102,471"
"","1,277","","Hail To The King Avenged Sevenfold","1,163,186,620","541,957"
"","1,278","","The Better Life 3 Doors Down","1,162,907,747","699,456"
"","1,279","","Romances Luis Miguel","1,161,236,902","747,936"
"","1,280","","After Laughter Paramore","1,158,863,427","469,275"
"","1,281","","Backstreet's Back Backstreet Boys","1,157,323,994","1,008,809"
"","1,282","","Growin' Up Luke Combs","1,157,076,850","1,120,332"
"","1,283","","Black Star Elephant Nico & Vinz","1,156,425,286","510,215"
"","1,284","",".5: The Gray Chapter Slipknot","1,156,031,500","648,126"
"","1,285","","Malibu Nights LANY","1,155,393,933","402,074"
"","1,286","","Stranger In The Alps Phoebe Bridgers","1,154,502,694","988,605"
"","1,287","","Megalithic Symphony Awolnation","1,152,893,821","513,610"
"","1,288","","Interstellar Hans Zimmer","1,151,706,087","677,049"
"","1,289","","This Is... Icona Pop Icona Pop","1,151,215,892","671,793"
"","1,290","","Lo Que Te Conté Mientras Te Hacías La Dormida La Oreja De Van Gogh","1,151,109,893","1,638,799"
"","1,291","","The Resistance Muse","1,150,709,284","391,628"
"","1,292","","Good Times Go Nicky Youre","1,150,446,091","1,259,643"
"","1,293","","Si Ayer Fuera Hoy Morat","1,148,250,269","982,584"
"","1,294","","Demidevil Ashnikko","1,147,984,190","395,682"
"","1,295","","Play Deep The Outfield","1,147,163,416","1,552,851"
"","1,296","","Therapy Session NF","1,146,953,786","243,918"
"","1,297","","¿Dónde Jugarán Los Niños? Maná","1,145,861,451","847,755"
"","1,298","","Replay Iyaz","1,145,544,103","629,725"
"","1,299","","Shershaah (शेरशाह) Various Artists","1,145,410,631","701,665"
"","1,300","","Chapter 1 Girl In Red","1,144,087,505","429,331"
"","1,301","","I Ofenbach","1,143,776,562","646,564"
"","1,302","","Doggystyle Snoop Dogg","1,143,615,660","537,448"
"","1,303","","The New Abnormal The Strokes","1,143,533,683","779,438"
"","1,304","","Beauty And The Beast (2017) Alan Menken","1,142,559,407","254,342"
"","1,305","","Up From Below Edward Sharpe & The Magnetic Zeros","1,139,983,148","440,364"
"","1,306","","As I Am Alicia Keys","1,138,792,453","436,128"
"","1,307","","Straight Outta Compton N.W.A.","1,138,622,926","442,607"
"","1,308","","El Karma Los Plebes Del Rancho De Ariel Camacho","1,137,666,282","586,985"
"","1,309","","All Killer, No Filler Sum 41","1,137,480,632","678,030"
"","1,310","","Never Trust A Happy Song Grouplove","1,136,637,387","438,418"
"","1,311","","Got Your Six Five Finger Death Punch","1,136,298,366","427,497"
"","1,312","","Who's Next The Who","1,135,786,006","386,520"
"","1,313","","…And Justice For All Metallica","1,135,701,058","646,146"
"","1,314","","Crónicas De Una Guerra Carlos Rivera","1,135,022,586","421,547"
"","1,315","","7220 Lil Durk","1,134,424,704","839,997"
"","1,316","","Significant Other Limp Bizkit","1,134,270,745","1,162,179"
"","1,317","","Escolhas (Ao Vivo) Zé Neto & Cristiano","1,134,224,159","947,696"
"","1,318","","Simi BlocBoy JB","1,133,251,742","120,210"
"","1,319","","You Get What You Give Zac Brown Band","1,131,933,767","465,619"
"","1,320","","Six Jewels 23 Yng Lvcas","1,131,823,565","1,002,255"
"","1,321","","Simplemente Gracias Calibre 50","1,131,379,863","462,990"
"","1,322","","Un Día Normal Juanes","1,131,283,497","933,139"
"","1,323","","Are You Experienced Jimi Hendrix","1,131,027,708","350,037"
"","1,324","","One In A Million Matoma","1,130,899,404","149,788"
"","1,325","","Le Fabuleux Destin D'Amélie Poulain Yann Tiersen","1,130,885,385","500,037"
"","1,326","","Dex Meets Dexter Famous Dex","1,129,723,667","252,150"
"","1,327","","Purple Rain Prince And The Revolution","1,126,077,573","453,954"
"","1,328","","Soy Como Quiero Ser Luis Miguel","1,124,071,259","679,400"
"","1,329","","In Rainbows Radiohead","1,123,979,685","995,241"
"","1,330","","I Used To Think I Could Fly Tate McRae","1,123,613,088","637,811"
"","1,331","","Daydream Mariah Carey","1,123,185,325","609,227"
"","1,332","","All That We Needed Plain White T's","1,123,140,459","395,525"
"","1,333","","Good Evening Deorro","1,122,425,096","305,593"
"","1,334","","Supernatural Santana","1,122,388,433","643,754"
"","1,335","","Smash The Offspring","1,121,279,324","628,324"
"","1,336","","Mon Laferte Vol. 1 Mon Laferte","1,121,005,875","1,029,751"
"","1,337","","Wild West Central Cee","1,120,197,874","562,600"
"","1,338","","Where The Light Is: John Mayer Live In Los Angeles John Mayer","1,119,799,425","226,154"
