"#","g#","Cover","Album","Streams","Daily"
"","1,650","","Nostalgia Chase Atlantic","930,045,035","1,013,529"
"","1,651","","Onka's Big Moka Toploader","929,707,424","711,995"
"","1,652","","Where The Shadow Ends Banners","929,460,892","439,299"
"","1,653","","Todo Cambio Camila","929,309,439","1,112,230"
"","1,654","","Sail Out Jhené Aiko","929,126,529","1,603,450"
"","1,655","","Look Sharp! Roxette","928,879,274","736,452"
"","1,656","","Dañado Ivan Cornejo","927,647,587","895,451"
"","1,657","","Faith George Michael","927,631,125","551,176"
"","1,658","","Detroit 2 Big Sean","927,111,739","141,313"
"","1,659","","Jeannine / Amina Lomepal","925,828,047","167,954"
"","1,660","","Pineapple Sunrise Beach Weather","923,113,360","1,277,067"
"","1,661","","Syre Jaden","922,468,883","110,649"
"","1,662","","Pluto x Baby Pluto Future","922,410,049","372,761"
"","1,663","","Rainbow Kesha","922,090,354","135,513"
"","1,664","","Twenty One Pilots Twenty One Pilots","921,615,780","240,549"
"","1,665","","Stronger Kelly Clarkson","921,261,145","320,602"
"","1,666","","#Update Yandel","920,171,898","148,135"
"","1,667","","Picture Show Neon Trees","919,442,713","426,611"
"","1,668","","Automatic For The People R.E.M.","919,323,338","396,775"
"","1,669","","Slime & B Chris Brown & Young Thug","919,195,844","270,781"
"","1,670","","Being Funny In A Foreign Language The 1975","919,182,533","1,013,690"
"","1,671","","First Steps Two Feet","918,770,002","254,475"
"","1,672","","Imagine John Lennon","918,387,134","360,345"
"","1,673","","Long Term Effects Of Suffering Suicideboys","918,383,688","706,275"
"","1,674","","Five Seconds Flat Lizzy McAlpine","916,590,742","1,593,769"
"","1,675","","Control The Streets, Volume 1 Various Artists","915,662,246","124,013"
"","1,676","","Fórmula, Vol. 3 Romeo Santos","915,197,030","719,813"
"","1,677","",".mp3 Emilia","915,114,232","1,131,406"
"","1,678","","Summer, Jeremy Zucker","914,681,216","228,515"
"","1,679","","Evering Road Tom Grennan","914,285,668","275,032"
"","1,680","","TattleTales 6ix9ine","914,147,557","225,968"
"","1,681","","Battleground The Wanted","913,030,204","363,707"
"","1,682","","Confetti Little Mix","912,777,818","128,963"
"","1,683","","Love Me Now? Tory Lanez","912,601,791","84,782"
"","1,684","","Entren Los Que Quieran Calle 13","912,533,968","374,813"
"","1,685","","Gentleman 2.0 Dadju","912,472,650","438,923"
"","1,686","","Cheese Stromae","911,812,023","426,140"
"","1,687","","Yo Creo Carlos Rivera","911,134,650","306,901"
"","1,688","","Songs In The Key Of Life Stevie Wonder","910,928,509","377,964"
"","1,689","","Wellerman - The Album Nathan Evans","910,626,165","419,801"
"","1,690","","Soy Lo Que Quiero... Indispensable Julión Álvarez Y Su Norteño Banda","910,406,244","898,495"
"","1,691","","Ginger Brockhampton","909,820,965","173,967"
"","1,692","","Home State Jordan Davis","909,634,450","409,612"
"","1,693","","Whitesnake (1987) Whitesnake","909,451,903","370,070"
"","1,694","","High School Musical 2 Various Artists","908,928,853","402,164"
"","1,695","","Reik Reik","908,844,846","936,191"
"","1,696","","Shakira. Shakira","908,728,314","426,132"
"","1,697","","Cottonwood NLE Choppa","908,362,477","251,645"
"","1,698","","Coco Colbie Caillat","908,098,447","283,894"
"","1,699","","Poison / Antidote Dadju","908,001,776","406,325"
"","1,700","","Battle Studies John Mayer","907,651,167","195,339"
"","1,701","","Don't You Fake It The Red Jumpsuit Apparatus","907,575,705","429,830"
"","1,702","","Hazbin Hotel Sam Haft & Andrew Underberg","907,398,675","1,314,941"
"","1,703","","Wish The Cure","907,279,384","569,248"
"","1,704","","My Kinda Party Jason Aldean","906,999,118","347,902"
"","1,705","","Everyday Life Coldplay","906,338,292","344,080"
"","1,706","","Experiment Kane Brown","906,007,043","163,082"
"","1,707","","The Lo-Fis Steve Lacy","905,346,396","1,583,053"
"","1,708","","Sunshine On Leith The Proclaimers","904,958,892","420,056"
"","1,709","","The Lion King: The Gift Beyoncé & Various Artists","904,606,503","240,703"
"","1,710","","Love For Guala Flipp Dinero","904,145,705","169,521"
"","1,711","","While We Wait Kehlani","903,941,510","252,293"
"","1,712","","3 (The Purple Album) Lukas Graham","903,761,886","267,017"
"","1,713","","Las Leyendas Nunca Mueren Anuel AA","901,635,229","544,000"
"","1,714","","Temporada De Reggaetón 2 Duki","900,947,515","498,976"
"","1,715","","Melt Shaed","900,526,351","187,624"
"","1,716","","Eliminator ZZ Top","900,498,449","595,009"
"","1,717","","Máquina Do Tempo Matuê","899,930,258","703,610"
"","1,718","","In Return Odesza","899,866,247","188,695"
"","1,719","","Segundo Romance Luis Miguel","899,752,406","670,706"
"","1,720","","CKay The First CKay","899,276,509","362,985"
"","1,721","","Mura Masa Mura Masa","898,848,033","233,955"
"","1,722","","I Want To Die In New Orleans Suicideboys","898,311,543","398,793"
"","1,723","","Próxima Estación: Esperanza Manu Chao","898,205,900","726,957"
"","1,724","","Madvillainy MF Doom & Madlib","898,200,860","841,862"
"","1,725","","The Number Of The Beast Iron Maiden","897,748,928","333,742"
"","1,726","","All-Amerikkkan Badass Joey Badass","896,592,796","166,438"
"","1,727","","The Album Haddaway","896,507,025","795,006"
"","1,728","","Tribute John Newman","896,351,732","433,320"
"","1,729","","Goodies Ciara","896,247,929","604,808"
"","1,730","","Yourself Or Someone Like You Matchbox Twenty","896,165,760","522,713"
"","1,731","","Everything Changed… Social House","896,058,157","373,805"
"","1,732","","Give Or Take Giveon","894,983,963","514,857"
"","1,733","","Estrella Mora","894,955,084","1,235,516"
"","1,734","","Clouds NF","894,882,860","338,035"
"","1,735","","A Hard Day's Night The Beatles","894,580,064","523,595"
"","1,736","","Alter Ego Prince Royce","894,485,394","206,389"
"","1,737","","Goodbye Lullaby Avril Lavigne","894,216,500","638,478"
"","1,738","","Wounded Rhymes Lykke Li","894,003,573","625,976"
"","1,739","","Uno Nacho","893,686,997","139,910"
"","1,740","","Face The Sun / Sector 17 Seventeen","893,519,757","618,270"
"","1,741","","Próximo Passo (Ao Vivo) Hugo & Guilherme","893,466,058","315,932"
"","1,742","","True Colors Zedd","893,246,937","196,107"
"","1,743","","Lil Boat 3.5 Lil Yachty","891,176,938","644,951"
"","1,744","","Walls Louis Tomlinson","890,764,900","138,605"
"","1,745","","Aries Luis Miguel","890,714,735","521,908"
"","1,746","","Replica Vaundy","890,663,550","796,515"
"","1,747","","Know No Better Major Lazer","890,298,497","198,032"
"","1,748","","Disfruté Engañarte La Adictiva","890,171,922","763,375"
"","1,749","","Cover Sessions, Vol. 4 Boyce Avenue","889,675,497","205,779"
"","1,750","","Virgo World Lil Tecca","889,289,889","467,899"
"","1,751","","Tell Me I'm Pretty Cage The Elephant","888,768,573","404,816"
"","1,752","","Sing Me A Lullaby, My Sweet Temptation Suicideboys","888,540,162","1,037,275"
"","1,753","","Mon Cœur Avait Raison Gims","887,754,770","642,654"
"","1,754","","Swan Songs Hollywood Undead","887,274,049","339,859"
"","1,755","","Wrapped In Red Kelly Clarkson","887,271,496","33,150"
"","1,756","","Menos É Mais (Ao Vivo) Henrique & Juliano","886,884,611","636,999"
"","1,757","","The Fray The Fray","885,869,267","314,083"
"","1,758","","Everytime We Touch Cascada","885,681,320","566,415"
"","1,759","","Can't Buy A Thrill Steely Dan","885,625,893","480,287"
"","1,760","","Help Ever Hurt Never Fujii Kaze","885,473,137","639,709"
"","1,761","","La Nena De Argentina María Becerra","884,227,651","486,776"
"","1,762","","Elvis Various Artists","883,940,364","368,842"
"","1,763","","Machine Head Deep Purple","883,758,498","334,023"
"","1,764","","Day & Age The Killers","883,679,990","348,615"
"","1,765","","M.I.L.S 3 Ninho","882,978,275","323,579"
"","1,766","","Sounds Of Silence Simon & Garfunkel","882,624,952","547,083"
"","1,767","","Popular Monster Falling In Reverse","882,427,615","2,667,342"
"","1,768","","Con Todas Las Fuerzas Banda MS De Sergio Lizárraga","882,088,380","272,198"
"","1,769","","A Gangsta's Pain Moneybagg Yo","881,748,118","387,390"
"","1,770","","LLNM2 Anuel AA","881,718,590","645,913"
"","1,771","","Get Rich Or Die Tryin' 50 Cent & Various Artists","881,042,557","667,057"
"","1,772","","Wolfgang Amadeus Phoenix Phoenix","880,640,109","539,550"
"","1,773","","Puberty 2 Mitski","879,423,079","1,200,263"
"","1,774","","The Book 2 Yoasobi","879,096,815","415,266"
"","1,775","","Bleach Nirvana","878,407,380","969,099"
"","1,776","","Anything Goes Florida Georgia Line","878,350,852","157,301"
"","1,777","","Los Campeones Del Pueblo Wisin & Yandel","878,233,095","134,103"
"","1,778","","In Your Honor Foo Fighters","878,193,131","325,336"
"","1,779","","Guerra Carlos Rivera","877,995,526","294,514"
"","1,780","","Get Born Jet","877,834,334","433,540"
"","1,781","","Onepointfive Aminé","877,514,047","163,554"
"","1,782","","Lights Ellie Goulding","877,512,422","176,167"
"","1,783","","Undertale Toby Fox","877,349,134","549,417"
"","1,784","","In A Time Lapse Ludovico Einaudi","877,076,471","479,989"
"","1,785","","Tudo Em Paz Jorge & Mateus","875,971,021","139,700"
"","1,786","","Super Unhealthy Anne-Marie","875,966,586","1,280,186"
"","1,787","","Melanchole Salvia Palth","875,889,552","1,354,079"
"","1,788","","Slime Language 2 Various Artists","875,545,562","313,558"
"","1,789","","Talking Dreams Echosmith","874,884,438","176,369"
"","1,790","","She Is Coming Miley Cyrus","874,662,557","144,448"
"","1,791","","The Dock Of The Bay Otis Redding","874,400,700","633,058"
"","1,792","","Bangarang Skrillex","874,202,039","200,698"
"","1,793","","Palmen Aus Plastik 2 Bonez MC & RAF Camora","874,090,857","178,617"
"","1,794","","The Incredible True Story Logic","873,853,226","97,394"
"","1,795","","Reise, Reise Rammstein","873,287,340","477,670"
"","1,796","","Levon James King Von","872,792,032","799,997"
"","1,797","","Goldmine Gabby Barrett","872,451,570","288,376"
"","1,798","","Bookends Simon & Garfunkel","872,208,879","588,068"
"","1,799","","At What Cost GoldLink","871,567,772","565,162"
"","1,800","","Dimension: Dilemma / Answer Enhypen","871,312,082","468,195"
"","1,801","","Yustyna Artemas","870,604,948","3,108,290"
"","1,802","","Hey U X Benee","870,465,019","0"
"","1,803","","High School Musical Various Artists","870,315,380","391,192"
"","1,804","","L.A. Woman The Doors","869,528,316","323,669"
"","1,805","","The After Taste Kenya Grace","869,380,160","1,199,522"
"","1,806","","I Can't Handle Change Roar","869,349,814","651,002"
"","1,807","","It Won't Be Soon Before Long Maroon 5","869,196,809","391,279"
"","1,808","","Loyalty Over Royalty CJ","868,890,109","146,528"
"","1,809","","The Young And The Hopeless Good Charlotte","868,203,031","389,240"
"","1,810","","Listen Up! The Official 2010 FIFA World Cup Album Various Artists","867,842,788","338,654"
"","1,811","","MM...Food MF Doom","866,678,138","944,316"
"","1,812","","30 Aniversario La Adictiva","865,584,927","579,281"
"","1,813","","Absolution Muse","865,487,639","435,700"
"","1,814","","Rebel Yell Billy Idol","865,294,291","877,858"
"","1,815","","Made In Lagos Wizkid","864,772,533","495,965"
"","1,816","","Siamese Dream The Smashing Pumpkins","863,920,265","557,803"
"","1,817","","A Perfect Contradiction Paloma Faith","863,542,905","397,102"
"","1,818","","Brahmastra (ब्रह्मास्त्र) Pritam","863,404,569","507,912"
"","1,819","","La Flaca Jarabe De Palo","863,184,741","905,835"
"","1,820","","8 Letters Why Don't We","862,750,130","283,553"
"","1,821","","Trick Alex G","862,535,234","1,362,444"
"","1,822","","O Embaixador In Cariri (Ao Vivo) Gusttavo Lima","862,445,086","76,540"
"","1,823","","The Death Of Slim Shady (Coup De Grâce) Eminem","862,077,059","6,209,805"
"","1,824","","Sticky Fingers The Rolling Stones","861,516,731","297,291"
"","1,825","","Welcome To O'Block King Von","861,413,068","760,214"
"","1,826","","Euphoria Season 2 Labrinth","861,382,156","666,580"
"","1,827","","Malibu Anderson .Paak","861,220,074","177,218"
"","1,828","","Acústico No Rio De Janeiro (Ao Vivo) Natiruts","860,213,587","440,255"
"","1,829","","...But Seriously Phil Collins","859,678,438","632,181"
"","1,830","","Quavo Huncho Quavo","859,324,764","106,853"
"","1,831","","Jolene Dolly Parton","858,252,216","631,701"
"","1,832","","Titanic James Horner","858,008,836","382,425"
"","1,833","","Van Halen Van Halen","857,467,791","431,212"
"","1,834","","Yeh Jawaani Hai Deewani (ये जवानी है दीवानी) Pritam","857,452,686","1,030,208"
"","1,835","","El Día De Los Muertos Alfredo Olivas","856,960,881","780,477"
"","1,836","","Solstis León Larregui","856,764,378","556,484"
"","1,837","","Il Ballo Della Vita Måneskin","856,606,965","404,494"
"","1,838","","Alchemical: Volume 1 Dove Cameron","856,468,273","488,213"
"","1,839","","Sounds Good Feels Good 5 Seconds of Summer","855,799,698","142,361"
"","1,840","","Doolittle Pixies","855,363,703","429,440"
"","1,841","","Based On A True Story... New West","855,014,104","1,013,960"
"","1,842","","Pa' Luego Es Tarde Yuridia","854,722,658","1,053,433"
"","1,843","","Still Over It Summer Walker","854,705,566","996,560"
"","1,844","","8701 Usher","854,667,630","434,628"
"","1,845","","USB Fred Again..","853,897,326","1,339,483"
"","1,846","","Recuerden Mi Estilo Los Plebes Del Rancho De Ariel Camacho","853,735,874","289,896"
"","1,847","","Walk The Talk Pamungkas","852,694,090","567,850"
"","1,848","","The Smiths The Smiths","852,222,914","725,042"
"","1,849","","Summertime Blues Zach Bryan","851,593,258","1,747,920"
"","1,850","","Thrill Of The Chase Kygo","851,483,962","336,934"
"","1,851","","Stars Dance Selena Gomez","851,408,151","214,321"
"","1,852","","Who Cares? Rex Orange County","850,712,270","483,110"
"","1,853","","Dolls Bella Poarch","849,652,616","305,656"
"","1,854","","Ten Thousand Fists Disturbed","849,541,196","397,306"
"","1,855","","Blizzard Of Ozz Ozzy Osbourne","849,348,683","480,653"
"","1,856","","El Mal Querer Rosalía","849,303,775","254,982"
"","1,857","","Out Of Our Heads The Rolling Stones","849,035,759","434,634"
"","1,858","","Zaba Glass Animals","848,986,007","227,774"
"","1,859","","Rockstar Sfera Ebbasta","848,981,285","259,350"
"","1,860","","Kala M.I.A.","848,287,054","364,846"
"","1,861","","Big Bang Los Enanitos Verdes","847,477,197","525,607"
"","1,862","","Hercules Alan Menken","847,356,973","385,350"
"","1,863","","A Modern Tragedy Vol. 1 Grandson","847,030,802","256,847"
"","1,864","","California Blink-182","846,866,386","154,154"
"","1,865","","From A Room: Volume 1 Chris Stapleton","846,609,456","726,026"
"","1,866","","Diplo Diplo","846,129,756","324,362"
"","1,867","","Muse Jimin","845,760,140","13,365,434"
"","1,868","","On The 6 Jennifer Lopez","845,166,343","542,439"
"","1,869","","Madman Across The Water Elton John","845,045,047","341,247"
"","1,870","","We're All Alone In This Together Dave","844,998,834","438,968"
"","1,871","","Coast To Coast Westlife","843,786,974","411,567"
"","1,872","","México En La Piel Luis Miguel","843,435,155","627,412"
"","1,873","","London Calling The Clash","843,215,643","521,798"
"","1,874","","O Embaixador (Ao Vivo) Gusttavo Lima","842,775,375","205,571"
"","1,875","","The Death Of Peace Of Mind Bad Omens","842,622,380","1,138,542"
"","1,876","","20 Capo Plaza","842,449,016","211,655"
"","1,877","","Some Hearts Carrie Underwood","842,203,579","482,948"
"","1,878","","Be Not Nobody Vanessa Carlton","842,170,499","391,515"
"","1,879","","Conditions The Temper Trap","842,085,809","484,699"
"","1,880","","Tec Lil Tecca","841,660,573","1,369,640"
"","1,881","","23 Central Cee","841,583,951","480,092"
"","1,882","","We All Shine YNW Melly","841,206,416","221,924"
"","1,883","","Ten Summoner's Tales Sting","841,081,638","528,954"
"","1,884","","Gabriel Keshi","840,513,147","703,448"
"","1,885","","Terra Sem Cep (Ao Vivo) Jorge & Mateus","840,187,097","183,001"
"","1,886","","Camino Palmero The Calling","839,977,276","472,370"
"","1,887","","Ordinary Man Ozzy Osbourne","839,891,007","337,577"
"","1,888","","Something To Give Each Other Troye Sivan","839,285,760","1,363,068"
"","1,889","","Good Music - Cruel Summer Kanye West & Various Artists","839,007,574","206,765"
"","1,890","","Jamie Montell Fish","838,978,312","1,077,510"
"","1,891","","Woodland The Paper Kites","838,786,545","621,084"
"","1,892","","Dark & Wild BTS","838,216,635","296,995"
"","1,893","","Crossover Big One","837,955,363","1,531,931"
"","1,894","","Nostalgia, Ultra Frank Ocean","837,947,453","714,627"
"","1,895","","Tattoo You The Rolling Stones","837,883,418","475,072"
"","1,896","","Canción Animal Soda Stereo","837,879,649","509,667"
"","1,897","","The Party Album! Vengaboys","837,521,369","467,738"
"","1,898","","Seal The Deal & Let's Boogie Volbeat","836,367,153","249,187"
"","1,899","","Hombres G (Devuélveme A Mi Chica) Hombres G","836,173,118","637,992"
"","1,900","","Nick Jonas Nick Jonas","836,102,625","263,707"
"","1,901","","Royalty Chris Brown","835,812,032","171,649"
"","1,902","","There Is Nothing Left To Lose Foo Fighters","835,226,760","385,965"
"","1,903","","Sincopa Cartel De Santa","835,202,300","416,804"
"","1,904","","Grace Jeff Buckley","835,101,663","604,991"
"","1,905","","Jordin Sparks Jordin Sparks","835,038,401","415,578"
"","1,906","","Play Moby","834,453,631","371,782"
"","1,907","","Believe Cher","834,217,659","494,447"
"","1,908","","Shake The Snow Globe Russ","834,142,376","123,573"
"","1,909","","Cannibal Kesha","834,011,076","440,742"
"","1,910","","Paraíso Particular (Ao Vivo) Gusttavo Lima","833,912,881","858,490"
"","1,911","","Rock Of The Westies Elton John","833,378,797","592,572"
"","1,912","","Does This Look Infected? Sum 41","832,866,686","500,717"
"","1,913","","The Sufferer & The Witness Rise Against","832,667,410","351,489"
"","1,914","","Transformer Lou Reed","832,566,135","368,819"
"","1,915","","Ripcord Keith Urban","831,545,531","171,649"
"","1,916","","The Element Of Freedom Alicia Keys","831,207,013","241,443"
"","1,917","","Providence Hippie Sabotage","830,752,007","356,831"
"","1,918","","Christmas Songs By Sinatra Frank Sinatra","830,006,428","21,502"
"","1,919","","Que Nos Falte Todo Luck Ra","829,737,434","1,139,776"
"","1,920","","Black Sunday Cypress Hill","829,544,959","396,134"
"","1,921","","Bloom Rüfüs Du Sol","829,317,888","573,257"
"","1,922","","Pain Is Love Ja Rule","829,260,540","384,268"
"","1,923","","Love? Jennifer Lopez","828,702,393","636,225"
"","1,924","","System Of A Down System Of A Down","828,173,168","603,834"
"","1,925","","QALF Damso","826,770,041","284,132"
"","1,926","","Alive And Feeling Fine Lost Frequencies","826,732,094","238,724"
"","1,927","","Yours Russell Dickerson","826,099,184","126,621"
"","1,928","","The Book 3 Yoasobi","826,072,524","826,608"
"","1,929","","Eres La Persona Correcta En El Momento Equivocado Río Roma","826,059,603","373,479"
"","1,930","","Privilegio Alfredo Olivas","826,029,935","466,847"
"","1,931","","Whitney Houston Whitney Houston","825,864,261","389,176"
"","1,932","","All The Things I Never Said Tate McRae","825,540,311","328,645"
"","1,933","","La Cagaste... Burt Lancaster Hombres G","825,383,513","590,919"
"","1,934","","Otro Nivel De Música J Alvarez","825,095,098","727,984"
"","1,935","","Playlist Salmo","825,031,533","139,195"
"","1,936","","First Band On The Moon The Cardigans","824,706,665","1,001,879"
"","1,937","","Back To The Game Paulo Londra","824,576,364","506,492"
"","1,938","","Face Value Phil Collins","823,124,242","379,992"
"","1,939","","Una Mattina Ludovico Einaudi","822,912,232","302,119"
"","1,940","","Decretos Reais Marília Mendonça","822,292,276","352,832"
"","1,941","","Brat Charli XCX","821,959,099","9,567,632"
"","1,942","","Best Day Ever Mac Miller","821,686,018","229,503"
"","1,943","","Go Live Stray Kids","821,660,699","408,994"
"","1,944","","Just Cause Y'all Waited 2 Lil Durk","821,287,524","376,330"
"","1,945","","Labour Of Love UB40","820,987,073","466,501"
"","1,946","","The World From The Side Of The Moon Phillip Phillips","820,878,278","281,524"
"","1,947","","Make My Bed King Princess","820,478,776","93,273"
"","1,948","","- Tragedy + Snot","820,174,630","178,362"
"","1,949","","The Voice Of The Heroes Lil Baby & Lil Durk","819,726,757","353,303"
"","1,950","","Énfasis Jere Klein","819,448,998","907,991"
"","1,951","","Shelby Lil Skies","819,287,215","165,031"
"","1,952","","Il Coraggio Dei Bambini Geolier","818,859,110","561,462"
"","1,953","","Self Portrait Sasha Alex Sloan","818,645,764","339,373"
"","1,954","","Unplugged Eric Clapton","818,369,016","239,185"
"","1,955","","El Abayarde Tego Calderón","818,104,823","663,252"
"","1,956","","Boiadeira Internacional (Ao Vivo) Ana Castela","818,017,373","1,088,077"
"","1,957","","Aquarium Aqua","816,772,425","453,738"
"","1,958","","La Fête Est Finie Orelsan","816,623,599","204,672"
"","1,959","","F-1 Trillion Post Malone","816,606,714","20,399,519"
"","1,960","","Perfect Timing Nav","816,581,387","98,568"
"","1,961","","Mulan Matthew Wilder & Jerry Goldsmith","816,491,239","336,914"
"","1,962","","True Believers Darius Rucker","816,127,046","708,673"
"","1,963","","RMCM Richy Mitch & The Coal Miners","815,259,409","2,103,125"
"","1,964","","Church Of Scars Bishop Briggs","815,133,844","326,077"
"","1,965","","Led Zeppelin Led Zeppelin","813,796,713","280,540"
"","1,966","","Taxi Driver Rkomi","813,619,550","237,281"
"","1,967","","America America","813,600,679","450,008"
"","1,968","","The End Is Where We Begin Thousand Foot Krutch","812,849,550","502,432"
"","1,969","","No Pads, No Helmets...Just Balls Simple Plan","812,491,878","511,161"
"","1,970","","Mar De Colores Alvaro Soler","811,691,732","152,976"
"","1,971","","The New Toronto 3 Tory Lanez","811,672,281","289,372"
"","1,972","","All Out K/DA","811,638,068","296,302"
"","1,973","","Motivando A La Yal Zion & Lennox","811,524,713","430,126"
"","1,974","","Hellbilly Deluxe Rob Zombie","811,345,660","760,516"
"","1,975","","Sigan Hablando Fuerza Regida","811,123,795","543,927"
"","1,976","","Chase Aaron May","810,948,316","1,070,451"
"","1,977","","Traumazine Megan Thee Stallion","809,276,011","427,975"
"","1,978","","De Adentro Pa Afuera Camilo","808,164,992","357,771"
"","1,979","","Shine Estelle","808,091,688","375,451"
"","1,980","","Beautiful Thugger Girls Young Thug","807,528,176","168,419"
"","1,981","","Berlin Lebt 2 Capital Bra & Samra","806,793,285","122,349"
"","1,982","","Left Of The Middle Natalie Imbruglia","806,377,561","815,798"
"","1,983","","Kiss Land The Weeknd","806,170,625","262,470"
"","1,984","","Nicole Niki","805,246,641","1,121,457"
"","1,985","","Vivi En Do Dread Mar I","804,943,724","773,838"
"","1,986","","Jack In The Box J-Hope","804,412,506","449,127"
"","1,987","","Kaleidoscope Dream Miguel","803,756,308","292,274"
"","1,988","","R&G (Rhythm & Gangsta): The Masterpiece Snoop Dogg","802,329,339","405,064"
"","1,989","","Amar Es Combatir Maná","802,021,799","510,225"
"","1,990","","Para Siempre Vicente Fernández","801,916,885","769,942"
"","1,991","","Lovestrong. Christina Perri","801,911,613","241,679"
"","1,992","","Point Of Know Return Kansas","801,592,007","427,779"
"","1,993","","My Own Lane Kid Ink","801,279,255","349,737"
"","1,994","","Atrapado En Un Sueño Junior H","800,137,037","437,427"
"","1,995","","Anniversary Bryson Tiller","799,575,785","636,549"
"","1,996","","Map Of The Soul: 7 - The Journey BTS","799,396,570","147,319"
"","1,997","","High School Musical 3: Senior Year Various Artists","799,179,812","290,423"
"","1,998","","Head In The Clouds Various Artists","798,305,188","113,497"
"","1,999","","That's Christmas To Me Pentatonix","795,191,843","36,870"
"","2,000","","Unbroken Demi Lovato","794,981,975","234,139"
"","2,001","","Soy El Mismo Prince Royce","794,891,744","330,992"
"","2,002","","Femme Fatale Britney Spears","794,857,752","355,513"
"","2,003","","Relaxing Piano Lullabies And Natural Sleep Aid For Baby Sleep Music Baby Lullaby Academy","794,618,605","199,034"
"","2,004","","Black Panther: Wakanda Forever Various Artists","794,497,079","753,632"
"","2,005","","Christina Aguilera Christina Aguilera","794,442,400","852,758"
"","2,006","","Hotel Cabana Naughty Boy","794,380,800","315,739"
"","2,007","","Awake Illenium","794,373,008","196,509"
"","2,008","","Girl Maren Morris","794,164,045","119,626"
"","2,009","","Border: Carnival Enhypen","793,560,051","410,085"
"","2,010","","Extreme II: Pornograffitti Extreme","793,048,833","345,420"
"","2,011","","20 Años Luis Miguel","792,273,238","584,569"
"","2,012","","Ma Fleur The Cinematic Orchestra","792,085,809","481,223"
"","2,013","","Persona Marracash","791,892,353","286,457"
"","2,014","","Magna Carta... Holy Grail Jay-Z","791,609,108","164,141"
"","2,015","","I Used To Know Her H.E.R.","791,229,347","363,399"
"","2,016","","Fallin' StaySolidRocky","791,135,868","375,091"
"","2,017","","Doce 22 Luísa Sonza","789,810,803","357,791"
"","2,018","","All Over The Place KSI","789,415,474","121,138"
"","2,019","","Ahí Vamos Gustavo Cerati","789,401,407","470,628"
"","2,020","","Commodores Commodores","788,694,668","335,279"
"","2,021","","40oz. To Freedom Sublime","788,446,294","389,411"
"","2,022","","Brent Jeremy Zucker & Chelsea Cutler","788,422,783","151,847"
"","2,023","","Fight Back: The Collection Neffex","787,968,002","321,171"
"","2,024","","Katrina And The Waves Katrina & The Waves","787,819,789","363,205"
"","2,025","","Los Extraterrestres Wisin & Yandel","787,364,012","628,446"
"","2,026","","Finding Beauty In Negative Spaces Seether","785,671,918","358,204"
"","2,027","","We Are Not Your Kind Slipknot","785,523,141","391,020"
"","2,028","","A Song For Every Moon Bruno Major","785,501,038","172,362"
"","2,029","","Licensed To Ill Beastie Boys","785,499,843","427,812"
"","2,030","","Brother Love's Travelling Salvation Show / Sweet Caroline Neil Diamond","785,467,739","331,124"
"","2,031","","iSouljaBoyTellem Soulja Boy","785,348,766","552,923"
"","2,032","","DeAnn Zach Bryan","785,222,546","658,892"
"","2,033","","Trustfall P!nk","785,057,822","682,694"
"","2,034","","So Wrong, It's Right All Time Low","784,998,111","446,240"
"","2,035","","Suga Megan Thee Stallion","784,949,930","156,509"
"","2,036","","Luan City (Ao Vivo) Luan Santana","784,428,907","279,043"
"","2,037","","Subtract (-) Ed Sheeran","784,345,614","537,004"
"","2,038","","A Great Chaos Ken Carson","784,133,353","3,525,572"
"","2,039","","Peligro Reik","784,080,819","494,838"
"","2,040","","Me Against The World 2Pac","784,033,921","324,650"
"","2,041","","Royal Blood Royal Blood","783,848,506","357,380"
"","2,042","","Weathered Creed","783,667,831","878,347"
"","2,043","","Revelación Selena Gomez","783,587,994","117,883"
"","2,044","","Majestic Luciano","783,376,355","344,948"
"","2,045","","Elvis' Christmas Album Elvis Presley","783,194,120","30,444"
"","2,046","","The Sweet Escape Gwen Stefani","782,994,675","537,877"
"","2,047","","Little Voice Sara Bareilles","782,755,707","303,325"
"","2,048","","From The Fires Greta Van Fleet","781,718,207","312,363"
"","2,049","","Senaryo Adie","781,417,458","850,998"
"","2,050","","War Is The Answer Five Finger Death Punch","779,973,007","348,865"
"","2,051","","Disintegration The Cure","779,950,975","427,852"
"","2,052","","Only One Flo (Part 1) Flo Rida","779,295,955","480,816"
"","2,053","","Fever Kylie Minogue","779,162,525","889,245"
"","2,054","","Duality Duke Dumont","778,979,549","294,851"
"","2,055","","Savage Garden Savage Garden","778,921,673","595,275"
"","2,056","","Tem Moda Pra Tudo (Ao Vivo) Matheus & Kauan","778,134,395","272,464"
"","2,057","","Buena Vista Social Club Buena Vista Social Club","777,874,956","358,411"
"","2,058","","Some Girls The Rolling Stones","777,752,513","513,483"
"","2,059","","Into The Wild Eddie Vedder","777,747,321","302,670"
"","2,060","","TV Tai Verdes","777,554,830","257,952"
"","2,061","","Love Sick Don Toliver","776,622,357","979,200"
"","2,062","","What Is Love? / Summer Nights Twice","775,399,426","277,722"
"","2,063","","Tu Última Canción Los Temerarios","775,310,194","846,807"
"","2,064","","De Viaje Sin Bandera","774,966,687","1,028,000"
"","2,065","","Doll Domination The Pussycat Dolls","774,596,881","361,317"
"","2,066","","Hope NF","774,522,082","858,782"
"","2,067","","A Mis 20 Natanael Cano","773,774,998","895,775"
"","2,068","","Beach House 3 Ty Dolla Sign","773,606,845","56,596"
